Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
HEIGHT	0.10304506221021785	0.16717034405574865	0.014571859885220405	1.622303295957176	0.14141250024666852	1.8574328957597245e-05	2.0062638967471824e-08	1.3481716130002173e-08	1.4881368791636609
HEIGHT	0.08554896791043487	0.17297364886036493	0.015143280288494033	2.0219256068811835	0.17701300972266815	5.360854724099496e-08	2.9005914136941002e-08	1.7403736135223026e-08	1.6666486960944318
HEIGHT	0.12081945809531335	0.11876643922102524	0.007185904961975461	0.9830075477356595	0.0594763879532266	0.7752918850718447	-1.6428924701292432e-08	6.724005153150852e-09	-2.4433242282085224
HEIGHT	0.08776397341523687	0.11384455920789469	0.007390976983435746	1.2971673316255063	0.08421424755311482	0.0005190102930230945	-1.1961595155973269e-08	8.485497704859058e-09	-1.4096515693031995
HEIGHT	0.11321976145913908	0.12204348638878565	0.006869515652305191	1.0779344949673917	0.06067417528329976	0.19918183788834626	-1.2343791445864519e-08	6.690567435682217e-09	-1.8449543427411639
HEIGHT	0.08163664146519159	0.12109120770741856	0.007898681281623202	1.483294823673628	0.09675411849213639	1.17123959735056e-06	1.5316016285905574e-09	9.037802540680067e-09	0.16946615304955634
HEIGHT	0.09935316269873024	0.13340465043431013	0.008129772513920358	1.342731794445584	0.08182701278038187	3.701903421115071e-05	3.8727054817029474e-09	8.017191579055338e-09	0.4830501358880171
HEIGHT	0.11559731924613989	0.12719002476167196	0.007220955077875123	1.1002852452905751	0.06246645791585907	0.10700809748436871	-1.185161351322652e-08	6.372581279875927e-09	-1.8597822440732006
HEIGHT	0.09490352463338085	0.11167189173336894	0.007982879810811843	1.1766885599324735	0.08411573586597845	0.03632554823331201	-5.007159939745973e-09	8.818586658548198e-09	-0.5677961938370634
HEIGHT	0.10661685085064834	0.1228110255412887	0.00801097357988249	1.1518913245085955	0.07513796849153302	0.043777633185996596	-7.041833589695603e-09	7.76202538679419e-09	-0.9072159956699091
HEIGHT	0.11011264755729548	0.11707234709465279	0.007464452436899984	1.0632052692560674	0.06778923768058494	0.35067371183190255	-1.6613054851815357e-08	7.120293977454388e-09	-2.3331978854270248
HEIGHT	0.08005590859093005	0.09150939577479647	0.006168040513460818	1.1430686052467594	0.07704666178955374	0.06178083004688169	-2.0001175318950823e-08	7.777554408404445e-09	-2.5716535389758897
HEIGHT	0.10119340886562496	0.1033040784162253	0.007048415100796786	1.0208577769467486	0.06965290704018479	0.7645162727814729	-9.80806284865851e-09	7.180528151007505e-09	-1.365924990807582
HEIGHT	0.11412881287011468	0.11527589645888393	0.007424235909185873	1.0100507799908047	0.06505137241403791	0.8771785967896976	-2.0540745661216858e-08	7.519319411861208e-09	-2.7317293675296264
HEIGHT	0.06410515136402166	0.09830913911383572	0.008059682235052646	1.5335606737060243	0.12572596840596587	4.398127784284486e-05	-2.422794218556863e-09	1.256492002474717e-08	-0.19282209626365004
HEIGHT	0.09015176411164338	0.09627486074787142	0.00767428867732924	1.067919875962108	0.08512632839691799	0.4249345735391188	-1.896640670442078e-08	8.502878097922514e-09	-2.2305866891182164
HEIGHT	0.07710849517686075	0.12297741119593315	0.01000033186004301	1.5948620306214596	0.12969170046835488	7.873466344804162e-06	-1.3308510809132353e-08	1.3447499919540278e-08	-0.9896643159516988
HEIGHT	0.10102515299457707	0.1291146520637148	0.012906684537057985	1.2780446080655334	0.12775713923195745	0.030978072093472832	8.205982227776575e-09	1.140096489545396e-08	0.7197620818084127
HEIGHT	0.11736006370573239	0.17849172884591297	0.01295153349067782	1.5208898428468953	0.11035724659414282	4.916990348779221e-06	1.947249011916211e-08	1.0475213436627842e-08	1.8589110605683898
HEIGHT	0.11624517983835023	0.17637577940208576	0.012231614241813175	1.5172739174850325	0.10522254994850003	1.6899261759364297e-06	1.4300752595130028e-08	9.610243207495862e-09	1.488073952590048
HEIGHT	0.09567451564368606	0.14509065463190773	0.014342164079850447	1.5165026303583156	0.14990579239788335	0.0007421936598420362	1.2758017369294021e-08	1.3501275286555395e-08	0.9449490584047633
HEIGHT	0.11067998689516585	0.17949072205148825	0.014071350096896574	1.6217089203443684	0.1271354514183735	2.591402798402918e-06	1.8457750622480187e-08	1.2200195029066835e-08	1.5129061935899215
HEIGHT	0.08992814987823676	0.1803050337509824	0.01478985136030273	2.0049899168960605	0.16446297828130874	5.965216549455969e-09	3.063494757991701e-08	1.574206079591455e-08	1.9460569983230864
HEIGHT	0.0854563684679439	0.11184489838234195	0.008195335148275813	1.3087953582335625	0.09590081225309754	0.0014695009600546487	-9.678362086190991e-09	9.510736968628006e-09	-1.0176248295075252
HEIGHT	0.12366269713658032	0.1441162257701224	0.008305431319130105	1.1653977238661712	0.06716197779478399	0.016068153036232585	-1.7710891358934788e-08	7.097972776406405e-09	-2.495204182496392
HEIGHT	0.10702499295858406	0.14503791313283207	0.008520139149979405	1.3551779740733834	0.07960887372612566	1.7961102214092953e-05	-1.016915011992422e-08	8.056439797255376e-09	-1.2622387029303677
HEIGHT	0.12796387413924037	0.14020911163024172	0.00881963006122266	1.0956929256274082	0.06892281216514141	0.16701795740137065	-1.826417710374838e-08	7.273063153363671e-09	-2.511208375153666
HEIGHT	0.13751235288305513	0.13490373540032033	0.008618184332783994	0.9810299407431908	0.06267207383261904	0.7619464099499289	-1.5890730802584615e-08	6.6778540958373866e-09	-2.3796163519790046
HEIGHT	0.07340518848767497	0.08663250446155808	0.006472989586912034	1.1801959268329383	0.08818163566188343	0.04339633497401246	-1.3591653511781354e-08	7.927852445283444e-09	-1.7144180729382144
HEIGHT	0.07765134263320271	0.09551875301963358	0.006718503998470081	1.2300978937457676	0.08652141444876106	0.008985214519670649	-1.2826578108735579e-08	8.924268664441948e-09	-1.437269382066239
HEIGHT	0.08268475979251685	0.09501857816301583	0.007042416234934232	1.1491667678717161	0.08517187753348937	0.0805735758955546	-4.243775897690874e-09	8.87678256253627e-09	-0.47807590957577145
HEIGHT	0.08876780505267516	0.07805799764039123	0.00574843794378194	0.8793503184411433	0.06475813996269024	0.067260858970789	-2.2232772681093225e-08	7.045102595468913e-09	-3.155776992572447
HEIGHT	0.07478579249437903	0.10982678429281538	0.008947397837444184	1.4685514538215272	0.11964034262412448	0.0001348431583280068	2.316840337028191e-09	1.1472096501228885e-08	0.20195439750528704
HEIGHT	0.06752998871528171	0.10621323508836318	0.009210430136373834	1.5728306358257638	0.1363902217606851	3.8156669460498056e-05	-1.3483236982758858e-08	1.3847094437811955e-08	-0.9737231910501369
HEIGHT	0.10717982862057529	0.11330876354906708	0.007892742450800024	1.0571836604645888	0.07364018540037912	0.43720301759433533	-1.4669667261915218e-08	8.071509242795319e-09	-1.8174627347431285
HEIGHT	0.07921429373046417	0.09850931413928553	0.012012504433622733	1.2435800346143957	0.15164566731474846	0.10888915241223508	4.5605104026947755e-09	1.3514717450404892e-08	0.3374477061344812
HEIGHT	0.10362800254111658	0.16429610711360884	0.013769720675782736	1.585441223268015	0.13287644592318867	1.941967045854989e-05	1.5782017111944897e-08	1.242599649427197e-08	1.2700806023259348
HEIGHT	0.0821014839563917	0.1487983036771351	0.015487675993518872	1.8123704530866882	0.1886406340931081	3.593965955214427e-05	3.990210039277535e-08	1.7331199467227422e-08	2.302327687603421
HEIGHT	0.1084882990035998	0.17292812760198265	0.010686294396046752	1.5939795276562003	0.09850181534961816	7.92027419834124e-09	1.1753575200703788e-08	1.0102573152787708e-08	1.1634239141797753
HEIGHT	0.09422261677636849	0.1298151908607201	0.007140609099111147	1.3777497940736285	0.07578444903582902	1.6618743950346152e-06	-1.8409293110095682e-08	8.22575250604269e-09	-2.238007172787183
HEIGHT	0.08863997756141045	0.13270062657185205	0.008306884520686788	1.49707423470314	0.09371487616782974	3.2729248143532693e-07	-4.302284637052037e-09	1.01198850460323e-08	-0.42513176952922327
HEIGHT	0.09494126897135272	0.12495368343130932	0.00759944008238058	1.3161155816130123	0.08004359078741206	0.0001048592775366617	-1.5239612392986423e-08	7.650980358462572e-09	-1.9918509366097432
HEIGHT	0.08973171156816988	0.1347165751482195	0.009409940087472073	1.5013262624091848	0.10486749804525092	3.3343161642263363e-06	2.8277988056082855e-09	1.0178788222370234e-08	0.2778129128763624
HEIGHT	0.09824398242019715	0.11340184084861793	0.007439655117943117	1.1542879070556142	0.07572631864741734	0.04234412191427031	-1.6894303171013477e-08	7.818767599791816e-09	-2.1607373483595174
HEIGHT	0.10835409691303319	0.11771357069830937	0.006934594958889547	1.086378586984009	0.06399937940930253	0.1772268658739406	-1.5210715713036578e-08	6.672487371372676e-09	-2.279617010336492
HEIGHT	0.09973446438855263	0.10360955783523304	0.007129722417155015	1.038854105954623	0.07148704774087455	0.5867858100063592	-1.947394697316596e-08	7.471709558509091e-09	-2.6063575973705007
HEIGHT	0.10125010924888936	0.15240745907963696	0.010847384046800143	1.5052572309329015	0.10713454165402919	5.526308918957504e-06	1.9923871374511685e-10	1.0356695606258884e-08	0.019237672064505836
