Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	ZscoreP	ldsr_FDR	ldsr_FDR_log10
FC-ExN-1	0.0854563684679439	0.0680479802370205	0.01750158692063577	0.7962891643651628	0.20480143533364523	0.30489261143313057	-1.0037187483694122e-8	6.534838261610433e-9	-1.5359504064023426	0.93772472795034445	0.9994484271283376	0
FC-ExN-2	0.12366269713658032	0.16801376268825624	0.0222130803506249	1.3586454652747224	0.1796263615865622	0.04901271965311766	8.52304770762438e-9	6.181680866872585e-9	1.3787589316198932	0.08398454642230439	0.8298841323338149	0.08098253919110204
FC-ExN-3	0.10702499295858406	0.14450707006390304	0.02054561499793592	1.3502179824466196	0.19197025320886077	0.07373017697106676	7.715505799441373e-9	6.621008942295704e-9	1.165306657442177	0.12194744262666796	0.8298841323338149	0.08098253919110204
FC-ExN-4	0.12796387413924035	0.18615608877478923	0.02005787156438033	1.454755023845469	0.1567463606373382	0.0057666533936124	1.1983938396187765e-8	5.548141693135127e-9	2.1599914095589576	0.015386667295976049	0.8298841323338149	0.08098253919110204
FC-ExN-5	0.13751235288305513	0.17986892055813067	0.02027173922769305	1.3080200926464904	0.1474175868762335	0.03753105726199296	8.478489395218726e-9	5.170235342606069e-9	1.6398652737043733	0.050516591314791366	0.8298841323338149	0.08098253919110204
FC-InN-1	0.07340518848767497	0.09001396429502974	0.01669317723109523	1.2262616056103917	0.2274114074906038	0.3140376231702769	4.010668796686836e-9	7.191785932321451e-9	0.5576735506909374	0.28853366093858335	0.8944531691040326	0.04844239286309322
FC-InN-2	0.07765134263320271	0.09081415247863849	0.01700242357402489	1.1695116838817867	0.21895852663280133	0.4400177953770522	1.4835389031790459e-9	7.130806715316701e-9	0.20804643323068353	0.41759635599734846	0.9498253202624294	0.0223562572601265
FC-InN-3	0.08268475979251685	0.08731325108392456	0.01894068880593076	1.0559775622862315	0.2290710991174088	0.807062931388871	-9.883262635889335e-10	7.551002614985623e-9	-0.130886759544688	0.5520675555377703	0.9498253202624294	0
FC-InN-4	0.08876780505267516	0.10433409089840036	0.01689207271113263	1.175359589397171	0.19029503659698252	0.3523244015067697	3.155955842722972e-9	6.425890644236682e-9	0.4911312715154152	0.3116668025617639	0.8944531691040326	0.04844239286309322
FC-IP	0.07478579249437903	0.08208562249692875	0.01458117730891701	1.0976098502011378	0.19497255859143228	0.615049882218315	-9.716087260916248e-10	6.2446509249729295e-9	-0.15559055866614943	0.5618221163006004	0.9498253202624294	0
FC-MG	0.06752998871528171	0.0543815922981366	0.0155921299143619	0.8052954447751939	0.23089193721179288	0.3942811634975477	-5.767171012862192e-9	7.614202176704871e-9	-0.7574228893614693	0.7756017263819265	0.9839937978305723	0
FC-N-undef	0.10717982862057528	0.11161786966159416	0.02038624708781428	1.04140742804068	0.19020600564667017	0.82730514962268	-1.5395453240761254e-9	6.339177998212262e-9	-0.24286198060857409	0.5959438405143991	0.9498253202624294	0
FC-OPC	0.07921429373046417	0.09134408387352436	0.01593770264695531	1.1531262802687254	0.201197307914973	0.4513005113716004	3.6686741623588013e-9	6.51668893945391e-9	0.5629659780364216	0.28672902559966795	0.8944531691040326	0.04844239286309322
FC-RG-1	0.10362800254111658	0.08414456521413682	0.01889357636175754	0.8119867521401921	0.18232114774441513	0.29256458342829583	-8.371737566105053e-9	5.881220340500116e-9	-1.4234694640590788	0.9226999459728892	0.9994484271283376	0
FC-RG-2	0.0821014839563917	0.06031954127249957	0.01560382429777364	0.7346948966785833	0.1900553259921785	0.16392148173721055	-9.522844629926154e-9	6.204354455433778e-9	-1.5348646983871206	0.9375914667707075	0.9994484271283376	0
GE-CycPro	0.1084882990035998	0.12773549908698792	0.02078519866793349	1.1774126819220336	0.1915893129381982	0.35249663124875963	4.780909125820739e-9	6.571285962558993e-9	0.7275454382994094	0.23344594538224003	0.8298841323338149	0.08098253919110204
GE-InN-1	0.09422261677636848	0.11197779505612308	0.01788339112559531	1.1884386030362053	0.1897993468812315	0.31168075646901255	1.755827626404721e-9	6.244251691083021e-9	0.2811910398986792	0.3892819383288479	0.9498253202624294	0.0223562572601265
GE-InN-2	0.08863997756141045	0.1109388205435706	0.01728526247354329	1.2515664330658405	0.19500526680038852	0.1938508920807945	4.681648832776339e-9	6.285412338718402e-9	0.744843548916781	0.22818315239065762	0.8298841323338149	0.08098253919110204
GE-InN-3	0.09494126897135272	0.11949567424622136	0.01866427745283415	1.2586273128735788	0.1965876131112789	0.1901959221972032	5.343211872725022e-9	6.418264989040655e-9	0.8325009767980424	0.2025631135278325	0.8298841323338149	0.08098253919110204
GE-InN-4	0.08973171156816988	0.0892503854528151	0.01758112322636407	0.9946359418878452	0.1959298771762261	0.9781910302633308	-3.23241070475151e-9	6.63555877817493e-9	-0.4871346653402059	0.6869185491015921	0.9839937978305723	0
GE-InN-5	0.09824398242019716	0.07919133182881417	0.01787824204974319	0.806068014324854	0.18197798592158615	0.2740506459920253	-1.0048191502317742e-8	5.802544756526429e-9	-1.7316870311109638	0.9583353495200448	0.9994484271283376	0
GE-InN-6	0.1083540969130332	0.14803734764642268	0.01832178963842845	1.3662367355176237	0.16909180326733586	0.02909709952529295	9.894332594600522e-9	5.593085288434895e-9	1.76902945053592	0.03844447998357304	0.8298841323338149	0.08098253919110204
GE-InN-7	0.09973446438855264	0.1509396488403148	0.02054611856479361	1.5134151445609951	0.20600821081014264	0.01443157718393007	1.3158735156274625e-8	6.993811979013318e-9	1.8814825442492165	0.029953153804154305	0.8298841323338149	0.08098253919110204
GE-RG-1	0.10125010924888936	0.07175599081994077	0.01984546296678383	0.708700379211965	0.19600436102246993	0.1340735131557601	-1.1177945038151373e-8	6.571521343811978e-9	-1.7009676227677473	0.9555254664479187	0.9994484271283376	0
GE-RG-2	0.14657351028549984	0.13077317160439744	0.02015684340657281	0.8922019493813986	0.13752037027230074	0.4294827350709147	-6.327308780960566e-9	4.979473868274596e-9	-1.2706781777234228	0.8980784189713216	0.9994484271283376	0
GE-RG-3	0.10654958205275182	0.09785007509164094	0.01911990759480879	0.9183525003711058	0.17944610599544808	0.6488257374211033	-4.102880277684394e-9	6.002056789902044e-9	-0.6835790498662301	0.7528794912081787	0.9839937978305723	0
Hipp-CR-1	0.11748319412382728	0.11894066764704889	0.01855207887120805	1.0124058043713506	0.15791261898833092	0.9374057379996298	-3.06541699872037e-9	5.4240494267583055e-9	-0.5651528512254771	0.7140150985243946	0.9839937978305723	0
Hipp-CR-2	0.08170961385193719	0.06144581823709642	0.01688786659682636	0.7520023084240736	0.20668151274620153	0.23526458492393487	-8.916536029093063e-9	6.6619183633678524e-9	-1.3384336977352895	0.909622449907811	0.9994484271283376	0
Hipp-CycPro	0.11315819625009164	0.1192606857983698	0.01971574398492997	1.053928833708086	0.17423169189933077	0.7568189663311485	7.531925353017163e-10	5.96506357195294e-9	0.12626731068603245	0.44976016570555216	0.9498253202624294	0.0223562572601265
Hipp-Endo	0.07421123979414071	0.06066700845312153	0.01636830510179431	0.8174908359085445	0.22056369287454836	0.40710733711217095	-6.229585471610692e-9	7.223247308308857e-9	-0.8624355785859412	0.8057760654357127	0.9839937978305723	0
Hipp-ExN-1	0.11021128609386197	0.14346377867256166	0.02226238328287143	1.3017158564902334	0.2019973096395189	0.14297473320958426	8.324946937852956e-9	6.919736276280514e-9	1.2030728636854595	0.11447406269066183	0.8298841323338149	0.08098253919110204
Hipp-ExN-2	0.10817745341132488	0.12967793027273153	0.02066804313185714	1.198751922728806	0.19105684669124823	0.29707567629970255	5.102622981698865e-9	6.4032246454575434e-9	0.7968833305448175	0.21275939645140038	0.8298841323338149	0.08098253919110204
Hipp-ExN-3	0.09614824902338624	0.1287379530485124	0.01878887417830675	1.3389526523483477	0.1954156666309827	0.09091811188409273	6.595950846744687e-9	6.5977223880246e-9	0.9997314919943996	0.1587202337307384	0.8298841323338149	0.08098253919110204
Hipp-ExN-4	0.09372707555695126	0.10890094496259912	0.01939241767550011	1.1618941945588368	0.20690304866832984	0.4321322665736034	4.785737612655686e-9	6.687441736575863e-9	0.7156305506903905	0.23710975209537566	0.8298841323338149	0.08098253919110204
Hipp-ExN-5	0.11048690363736312	0.1545473898485605	0.02034569203601164	1.3987846953862642	0.18414573461837316	0.03055995581936737	9.74738684269057e-9	6.330642313077784e-9	1.539715302277386	0.06181488257614213	0.8298841323338149	0.08098253919110204
Hipp-ExN-6	0.09300842336196705	0.0906648091584628	0.0164970171680068	0.9748021295406392	0.17737121619408894	0.8869398251075616	-5.154658509537825e-9	6.035763935732682e-9	-0.8540192367400963	0.8034528345933991	0.9839937978305723	0
Hipp-InN-1	0.08319808278893416	0.09365223990003411	0.01624562840253828	1.1256538223076749	0.19526445631868627	0.5199164136251769	1.0790355359691615e-9	6.328824622867957e-9	0.1704954079577873	0.4323102727068242	0.9498253202624294	0.0223562572601265
Hipp-InN-2	0.08893723519201552	0.08345657807523629	0.02180116893115085	0.9383761244101362	0.2451298253659687	0.8020338984998732	-5.7785113543852274e-9	8.417547870239914e-9	-0.6864839313614179	0.7537960031377908	0.9839937978305723	0
Hipp-InN-3	0.10328410968403964	0.12977868786486463	0.01886530127726326	1.2565213396511388	0.1826544406005418	0.16427077061948894	6.360139431322765e-9	6.337692775365611e-9	1.0035417709177077	0.15779976671071916	0.8298841323338149	0.08098253919110204
Hipp-InN-4	0.08024513353862898	0.08151272521182058	0.01766800407570012	1.0157964927877077	0.22017539627116425	0.9427502795030182	-6.710399046223518e-11	7.3181734118778094e-9	-0.00916949991282272	0.5036580499439827	0.9498253202624294	0
Hipp-MG	0.07925488986286056	0.04006262586508279	0.01987005019814888	0.5054909032667326	0.2507107161782851	0.04008290719720927	-1.6943393280762422e-8	8.000256601333211e-9	-2.117856229503798	0.9829063772421927	0.9994484271283376	0
Hipp-OPC	0.10070877156606628	0.09090116673739372	0.02220671188832147	0.9026141946112544	0.22050424747514255	0.6575023312161805	-5.2364777365745325e-9	7.337668768754277e-9	-0.7136432430519121	0.7622760946512903	0.9839937978305723	0
Hipp-RG-1	0.10233362337760156	0.10019808904855446	0.01808225625599697	0.979131645508464	0.1766990717144367	0.905887900992182	-2.7617233415581207e-9	5.9885772691976055e-9	-0.461165184552784	0.6776599510310246	0.9839937978305723	0
Hipp-RG-2	0.12859311419138458	0.16560429034276505	0.02063471090217072	1.2878161586187022	0.16046513090475567	0.08004006136969763	7.404678924313287e-9	5.517558258188597e-9	1.3420209770008351	0.08979459709242062	0.8298841323338149	0.08098253919110204
Hipp-RG-3	0.09015511916390756	0.09301327337500576	0.019777288842078	1.0317026280659882	0.2193695602145639	0.8853418045744453	-8.494942728081136e-10	7.022993241258111e-9	-0.12095900474708898	0.5481382469102793	0.9498253202624294	0
Thal-CycPro	0.11763165518651658	0.12952409310351493	0.02205418010112694	1.1010989592736895	0.18748507845237636	0.5881354978691801	2.4215967879071383e-9	6.400960315634127e-9	0.37831773179291095	0.3525972872662081	0.9426273451842002	0.025659965711173544
Thal-Endo	0.0887911226659111	0.07237997665185775	0.01731167745002945	0.8151713198198589	0.1949708138635327	0.3331392334539155	-6.2875931526113165e-9	6.261712867857772e-9	-1.004133099888114	0.8423427685146316	0.9954959991536556	0
Thal-ExN-1	0.13138904699572684	0.16473387634116224	0.02429888664813513	1.2537869792641076	0.184938449617687	0.16503893072926604	5.181664939046438e-9	6.4186822302806394e-9	0.8072786209296242	0.20975298917187254	0.8298841323338149	0.08098253919110204
Thal-ExN-2	0.07450598113554763	0.08975454035809763	0.01745216047972076	1.2046622162428613	0.2342383821235815	0.3856675464031491	5.719784276823191e-9	7.434941126778874e-9	0.7693113071496828	0.220854263182864	0.8298841323338149	0.08098253919110204
Thal-ExN-3	0.07367476693710065	0.10561181186074456	0.01824350050608004	1.43348688094134	0.24762210000141996	0.07659041056950307	1.2113345089966686e-8	8.263853175941495e-9	1.4658228833532756	0.07134827260780528	0.8298841323338149	0.08098253919110204
Thal-InN-1	0.09860515379643456	0.10916086585565205	0.02053160009908463	1.1070503077456704	0.2082203547034783	0.60715191120764	1.7211924571819794e-9	6.875196760228932e-9	0.250348101619228	0.4011590803788626	0.9498253202624294	0.0223562572601265
Thal-InN-2	0.10225243111280875	0.11917000924812264	0.02165445676689378	1.165449153151672	0.2117744930974185	0.4363379946861432	3.624577981694512e-9	7.028577630744124e-9	0.5156915342074373	0.3030349341670671	0.8944531691040326	0.04844239286309322
Thal-InN-3	0.10447867604269571	0.116970238233892	0.01974625223757257	1.1195608775334358	0.188997917905307	0.5262457838258211	2.500069978369953e-9	6.410578640391344e-9	0.3899913125810016	0.34827148544876607	0.9426273451842002	0.025659965711173544
Thal-InN-4	0.08956815277029181	0.09910893044394074	0.01668745833352662	1.106519754829793	0.18631017630031504	0.5655694062604371	2.231277933494543e-9	6.345099407492249e-9	0.35165373939766265	0.36254897891700005	0.9426273451842002	0.025659965711173544
Thal-InN-5	0.09245299445963444	0.09438550988067396	0.0176283799933228	1.0209026806793509	0.1906739754223912	0.912369848166936	-2.359153796042561e-9	6.188255534325707e-9	-0.381230830394211	0.6484840129685004	0.9674105767235007	0
Thal-InN-6	0.12384454096929808	0.1510180211386263	0.0174823536947184	1.2194160514193737	0.14116370053850333	0.12379640757654088	6.010136459984499e-9	5.008256760537091e-9	1.2000455941759598	0.11506081671075484	0.8298841323338149	0.08098253919110204
Thal-InN-7	0.11136525632012163	0.12453545188759536	0.01873028929910483	1.118261260312783	0.1681879063364632	0.4799168173551016	1.1440225597436188e-10	5.850108251661131e-9	0.01955557932485736	0.49219894980656254	0.9498253202624294	0.0223562572601265
Thal-InN-8	0.07669565599575519	0.07970089069208632	0.01759955280824681	1.0391838971492395	0.22947261588349777	0.864074586904886	2.18160190231941e-10	7.683241626614287e-9	0.02839428991485146	0.48867383917730206	0.9498253202624294	0.0223562572601265
Thal-IP	0.08729024003553672	0.09199929493803669	0.01604154651973153	1.053947095352045	0.18377251011339707	0.7695550549485357	-1.4188051247732043e-9	6.1047213144764254e-9	-0.2324111211119044	0.5918906440053737	0.9498253202624294	0
Thal-MG	0.07585286686699684	0.06361806179406067	0.01667919741812622	0.8387034587052705	0.21988882038396956	0.4603350209851846	-4.903081809625182e-9	7.210385450078652e-9	-0.680002732665519	0.7517486346881481	0.9839937978305723	0
Thal-OPC	0.11128674809714018	0.15075534240338556	0.01882446414091642	1.3546567312021192	0.16915279188933524	0.03212667328604821	1.0301256318943882e-8	5.628668865258614e-9	1.83014076072684	0.033614446621577955	0.8298841323338149	0.08098253919110204
Thal-RG-1	0.10407959257587324	0.10583077057810336	0.01915076829502781	1.0168253733406336	0.184001184296211	0.9271717585137946	-1.6180899398654815e-9	6.053327082944062e-9	-0.26730588281354134	0.6053831711562737	0.9498253202624294	0
Thal-RG-2	0.10247285804656445	0.10532051557247388	0.01921738169777723	1.0277893832590816	0.18753631023977793	0.882486860807941	-2.0296130148449982e-9	6.2275783345135874e-9	-0.32590726375881446	0.6277527400935345	0.9520916558085274	0
Thal-RG-3	0.09436839379724649	0.07332283179950413	0.01768253737535234	0.7769850566392027	0.1873777507895688	0.23027439593020577	-9.167068438554642e-9	6.154614831112926e-9	-1.489462572412022	0.9318171989789595	0.9994484271283376	0
Thal-RG-4	0.110492439473599	0.1393283118314791	0.01847247170150946	1.2609759771370612	0.1671831284521803	0.12898996577974198	4.9444784568293055e-9	5.739357096523232e-9	0.8615038886192591	0.19448029019226118	0.8298841323338149	0.08098253919110204
Thal-RG-5	0.060850582915168	0.05001576366090025	0.01619897082608071	0.8219438707863719	0.26620896711316233	0.5021710734129163	-7.820004315812313e-9	8.479404449756854e-9	-0.9222350888141148	0.82179701796839	0.9839937978305723	0
Thal-RG-6	0.11825032682402868	0.11389448152755469	0.01815388206138023	0.9631642007809752	0.15352077705793984	0.8092137062137522	-4.440502909686517e-9	5.174830991922008e-9	-0.8580962193003426	0.804580332585042	0.9839937978305723	0
Thal-RG-7	0.09154427855388524	0.06097789152763022	0.01815035062326512	0.6661027045151392	0.19826854184646153	0.09010930071665536	-1.2622541865295242e-8	6.345871611983555e-9	-1.9890950585036753	0.9766546441656794	0.9994484271283376	0
