cluster	gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
FC-ExN-1	PPP2R2B	9.38287274354711e-195	1.01666023213928	0.91	0.719	2.84207215402042e-190
FC-ExN-1	GPM6A	2.93273101728939e-193	0.571673353644262	0.999	0.972	8.88324225136955e-189
FC-ExN-1	SRGAP1	8.50894170087681e-193	0.656084455542992	0.982	0.855	2.57735844119558e-188
FC-ExN-1	PPFIA2	1.73058793203885e-191	0.65834311744629	0.991	0.914	5.24195084614568e-187
FC-ExN-1	NRXN1	9.75703121591332e-189	0.466867787154898	1	0.991	2.95540475530014e-184
FC-ExN-1	ANTXR2	3.12564240726251e-188	0.828283643048042	0.493	0.198	9.46757085159815e-184
FC-ExN-1	EPHA3	5.2093044782909e-184	0.583736353483743	0.992	0.802	1.57789832647431e-179
FC-ExN-1	ANKS1B	3.46384032155313e-182	0.586646489284333	0.987	0.945	1.04919723339844e-177
FC-ExN-1	POU3F2	1.73172897694197e-180	0.782230442507771	0.673	0.384	5.24540707115724e-176
FC-ExN-1	CECR2	3.70276997461941e-178	0.799269669289584	0.827	0.558	1.12156902531222e-173
FC-ExN-1	FMNL2	4.88902491291636e-176	0.711132699289547	0.951	0.777	1.48088564612237e-171
FC-ExN-1	EPHA5	1.82028291900921e-174	0.643287744239191	0.986	0.873	5.51363696167891e-170
FC-ExN-1	AC013727.2	6.29949620823454e-173	0.680647608696949	0.315	0.085	1.90811740147424e-168
FC-ExN-1	AC020611.2	1.07467374387895e-172	0.898149879253983	0.621	0.337	3.25518677020934e-168
FC-ExN-1	MYT1L	2.0039830077495e-172	0.578873461635864	0.996	0.853	6.07006453047323e-168
FC-ExN-1	PRKX	4.20363769231081e-172	0.762726315774401	0.553	0.26	1.27328185700094e-167
FC-ExN-1	PANTR1	1.09713330020042e-170	0.666018003254475	0.96	0.783	3.32321676630708e-166
FC-ExN-1	FYN	1.25849874307345e-167	0.627643590455791	0.941	0.843	3.81199269276949e-163
FC-ExN-1	RBFOX1	1.59368144058426e-167	0.734501452558392	0.984	0.907	4.82726108352971e-163
FC-ExN-1	SORBS1	4.34004927418752e-167	0.621123409049118	0.961	0.834	1.3146009251514e-162
FC-ExN-1	FAM126A	2.04999586328768e-166	0.833140658636531	0.633	0.357	6.20943746989839e-162
FC-ExN-1	ARHGAP21	1.41372672527927e-165	0.561350183804155	0.976	0.908	4.28217825087091e-161
FC-ExN-1	ENC1	7.92665649253722e-164	0.799812098965919	0.743	0.508	2.40098425158952e-159
FC-ExN-1	SYT1	9.38522017543374e-164	0.727864136316861	0.991	0.912	2.84278319113888e-159
FC-ExN-1	PAG1	2.20167332308398e-160	0.977090182331264	0.61	0.341	6.66886849562138e-156
FC-ExN-1	CTTNBP2	2.49775078530727e-160	0.774151765417933	0.857	0.636	7.56568712869572e-156
FC-ExN-1	AL589740.1	2.51992023862419e-160	0.684361761724647	0.894	0.627	7.63283840279269e-156
FC-ExN-1	FHDC1	5.89776954003067e-160	0.607475954697517	0.292	0.079	1.78643439367529e-155
FC-ExN-1	SLC22A23	1.25247056763698e-157	0.63558835043384	0.899	0.689	3.79373334937241e-153
FC-ExN-1	SEZ6	4.82986470687352e-155	0.739152617117776	0.708	0.452	1.46296601971199e-150
FC-ExN-1	SLIT2	1.38482650470074e-153	1.05263181618138	0.515	0.241	4.19463948273853e-149
FC-ExN-1	ITPR2	7.41584235556027e-153	0.793997477088794	0.385	0.137	2.24625864949921e-148
FC-ExN-1	AP003025.2	1.08902846047696e-148	0.815449472698254	0.371	0.138	3.2986672067847e-144
FC-ExN-1	PALMD	5.38514300761756e-147	0.763417655723492	0.395	0.154	1.63115981700736e-142
FC-ExN-1	MIR100HG	8.20845505153334e-145	0.671399492690345	0.937	0.831	2.48634103510945e-140
FC-ExN-1	BCL11B	1.11464191934543e-144	0.580133254621769	0.86	0.568	3.37625037369729e-140
FC-ExN-1	IGFBPL1	3.02505151328294e-142	0.729230858357121	0.585	0.326	9.16288103373403e-138
FC-ExN-1	AP003025.1	1.39286340470293e-140	0.732744644109082	0.347	0.125	4.21898325284516e-136
FC-ExN-1	RERE	9.94068227954416e-140	0.432602050545297	0.997	0.969	3.01103266247392e-135
FC-ExN-1	ANTXR1	1.30948191105662e-139	0.689803861216825	0.722	0.489	3.96642070859049e-135
FC-ExN-1	ELMO1	1.12662108886918e-138	1.20291847583329	0.725	0.518	3.41253527818476e-134
FC-ExN-1	MN1	1.39504295525206e-138	0.62029338079751	0.854	0.645	4.22558511145849e-134
FC-ExN-1	PTPRS	1.84746547576615e-138	0.518017554853711	0.968	0.898	5.59597292609566e-134
FC-ExN-1	CCDC88C	5.11095061416255e-138	0.638018068970284	0.514	0.253	1.54810694102984e-133
FC-ExN-1	CBFA2T2	1.78838367462184e-134	0.643811100701153	0.857	0.696	5.41701415042957e-130
FC-ExN-1	WNK2	3.86724782480898e-133	0.659675191610982	0.758	0.549	1.17138936613464e-128
FC-ExN-1	SHB	1.83044112609382e-132	0.691649555114174	0.573	0.324	5.54440617093818e-128
FC-ExN-1	CNKSR2	4.9846347823356e-132	0.694895466782029	0.821	0.617	1.50984587556945e-127
FC-ExN-1	FTX	5.69808248911143e-132	0.456882346451676	0.994	0.981	1.72594918595185e-127
FC-ExN-1	TMEFF1	3.48615228715529e-131	0.634302561405941	0.818	0.641	1.05595552777934e-126
FC-ExN-1	GNG4	3.66740934765526e-131	0.736860204753332	0.569	0.309	1.11085829140478e-126
FC-ExN-1	NFASC	6.81938995732585e-131	0.628003728601068	0.765	0.502	2.065593218074e-126
FC-ExN-1	CBLB	7.29161757172262e-131	0.627274132044814	0.895	0.743	2.20863096247478e-126
FC-ExN-1	LINC01551	7.50600084526808e-131	0.791853682681902	0.716	0.52	2.2735676560317e-126
FC-ExN-1	HS3ST1	4.61906961703197e-128	0.544696822766608	0.296	0.097	1.39911618699898e-123
FC-ExN-1	PRSS12	5.52078194091953e-128	0.682668357640062	0.336	0.12	1.67224484990453e-123
FC-ExN-1	FGFR2	4.05815808862432e-126	0.614648078631505	0.582	0.302	1.22921608504431e-121
FC-ExN-1	NRN1	8.7495751907277e-126	0.602985778290414	0.329	0.12	2.65024632527142e-121
FC-ExN-1	FRMD4B	1.17756420936441e-124	0.484378947943342	0.93	0.68	3.5668419901648e-120
FC-ExN-1	WDFY3	5.01657198686304e-124	0.66046874909991	0.889	0.806	1.51951965482081e-119
FC-ExN-1	DCC	2.08951624316926e-123	0.740371307995976	0.849	0.633	6.3291447005597e-119
FC-ExN-1	ADD3	7.24430970928821e-123	0.679319194467719	0.52	0.275	2.1943014109434e-118
FC-ExN-1	AC005400.1	3.1956698342958e-120	0.586202095094114	0.262	0.081	9.67968392808198e-116
FC-ExN-1	HNRNPH1	1.52180186126902e-119	0.583762782184581	0.874	0.776	4.60953783778387e-115
FC-ExN-1	ZNF608	7.9153407367569e-119	0.596849087941242	0.867	0.646	2.39755670916367e-114
FC-ExN-1	AKT3	8.97326816089913e-119	0.438962359585922	0.997	0.96	2.71800292593635e-114
FC-ExN-1	ROBO1	5.84843942648185e-118	0.321595860171199	0.956	0.785	1.77149230228135e-113
FC-ExN-1	NXN	7.30777114628138e-115	0.63729968351123	0.703	0.452	2.21352388020863e-110
FC-ExN-1	DDX5	2.66417727052206e-114	0.60840871260096	0.848	0.718	8.06979295241132e-110
FC-ExN-1	CLVS1	5.51254430399836e-112	0.683754363656278	0.742	0.537	1.6697496696811e-107
FC-ExN-1	SH3PXD2A	1.17844713028612e-110	0.642624973638802	0.662	0.465	3.56951635763667e-106
FC-ExN-1	NHSL1	1.58819149727697e-110	0.539260746569078	0.865	0.658	4.81063204525193e-106
FC-ExN-1	SVIL	3.05618292442033e-109	0.551895589592122	0.678	0.429	9.25717807806918e-105
FC-ExN-1	ZNF423	3.1931494340805e-109	0.625152867470142	0.49	0.247	9.67204963582983e-105
FC-ExN-1	SETBP1	4.16079481409741e-108	0.426184995527912	0.992	0.952	1.26030474919011e-103
FC-ExN-1	PDE1C	1.27295984928628e-107	0.666556224630525	0.578	0.33	3.85579538348816e-103
FC-ExN-1	TIAM2	1.81064253526322e-106	0.527064399032791	0.951	0.853	5.4844362393123e-102
FC-ExN-1	GPR137C	1.48794000603115e-104	0.720697341686389	0.68	0.481	4.50697027826834e-100
FC-ExN-1	PDE4D	3.46568908589108e-104	0.451045199483664	0.985	0.896	1.04975722411641e-99
FC-ExN-1	QSER1	3.76817784219514e-104	0.593136419694786	0.667	0.463	1.14138106840091e-99
FC-ExN-1	AC063944.1	8.20833066611461e-104	0.52137352991376	0.253	0.084	2.48630335876612e-99
FC-ExN-1	HECW1	1.0876682656468e-100	0.565218601699597	0.849	0.653	3.29454717664415e-96
FC-ExN-1	TCF12	7.78342590688208e-100	0.428080790610662	0.969	0.907	2.35759970719458e-95
FC-ExN-1	BASP1	9.38305328185631e-97	0.401087735915203	0.981	0.943	2.84212683907428e-92
FC-ExN-1	DUBR	4.21599904612233e-96	0.699689878167426	0.501	0.295	1.27702611107045e-91
FC-ExN-1	GRIA3	6.65701135951332e-95	0.569443510959524	0.77	0.571	2.01640874079659e-90
FC-ExN-1	PRAG1	5.27223441416737e-94	0.516631755352783	0.51	0.277	1.5969598040513e-89
FC-ExN-1	PHF20L1	2.16668980730394e-93	0.654707553488737	0.639	0.474	6.56290342632364e-89
FC-ExN-1	BAZ2B	2.90222713530901e-93	0.500313185954264	0.872	0.744	8.79084599285098e-89
FC-ExN-1	SH3BGRL2	1.59314847201834e-92	0.574035758711426	0.36	0.171	4.82564672174354e-88
FC-ExN-1	KCNH8	1.12581739177471e-91	0.743723989199272	0.694	0.504	3.4101008796856e-87
FC-ExN-1	EZR	1.91206775488192e-91	0.595298185103703	0.543	0.338	5.79165322953735e-87
FC-ExN-1	PHACTR3	1.08932262704918e-89	0.5361361105079	0.835	0.659	3.29955823733197e-85
FC-ExN-1	MAP2	9.327690022558e-89	0.326680566890627	0.998	0.984	2.82535730783282e-84
FC-ExN-1	PPFIA2-AS1	3.52105915245737e-88	0.548208782140434	0.329	0.151	1.06652881727934e-83
FC-ExN-1	PAK5	1.09723239650596e-87	0.48819296760197	0.877	0.71	3.32351692901654e-83
FC-ExN-1	HES6	4.64860707869934e-87	0.553730335909394	0.606	0.416	1.40806308413803e-82
FC-ExN-1	GOLGA8A	1.32165143781806e-86	0.679991102072673	0.591	0.421	4.0032822051509e-82
FC-ExN-1	CADM2	3.50436391617684e-86	0.541278412730168	0.941	0.855	1.06147183020997e-81
FC-ExN-1	ADAMTS7	3.64406541827526e-85	0.509362229398627	0.361	0.178	1.10378741519558e-80
FC-ExN-1	PRKG2	5.25272786837647e-85	0.662893334032236	0.335	0.158	1.59105127133123e-80
FC-ExN-1	UNC5A	9.47747979530398e-83	0.612403992402431	0.408	0.228	2.87072862999757e-78
FC-ExN-1	CEP76	6.09165952578511e-80	0.523232133048328	0.298	0.134	1.84516367036031e-75
FC-ExN-1	AC097537.1	1.15820665725769e-79	0.484918317994725	0.317	0.148	3.50820796483353e-75
FC-ExN-1	ZBTB46	2.68536066116785e-78	0.460283680568348	0.348	0.169	8.13395744267742e-74
FC-ExN-1	COL9A2	2.08737459098905e-77	0.465171622238889	0.26	0.107	6.32265763610582e-73
FC-ExN-1	PPP2R1B	3.69655614144316e-77	0.432203960328976	0.298	0.134	1.11968685524313e-72
FC-ExN-1	USP3	1.48586121274604e-75	0.47422507578834	0.734	0.582	4.50067361340775e-71
FC-ExN-1	FAM155A	2.69419682375788e-75	0.530053634176934	0.904	0.744	8.1607221791626e-71
FC-ExN-1	CLASP2	3.69968126549151e-75	0.374810346900683	0.974	0.935	1.12063345531738e-70
FC-ExN-1	ADGRB3	1.09407658507296e-74	0.262383632837923	0.995	0.962	3.31395797618599e-70
FC-ExN-1	SLC24A2	1.12760833058962e-74	0.543791320098264	0.502	0.289	3.41552563335595e-70
FC-ExN-1	TBR1	1.59708999451205e-74	0.535831791792642	0.506	0.322	4.837585593377e-70
FC-ExN-1	EPC1	2.42790297343137e-72	0.458814942822302	0.829	0.719	7.35411810652362e-68
FC-ExN-1	RICTOR	5.31581735902285e-72	0.483901446997249	0.739	0.605	1.61016107804802e-67
FC-ExN-1	CEP170	1.02605355077325e-71	0.388472473534561	0.919	0.841	3.10791620529216e-67
FC-ExN-1	DSCAM	1.741687373254e-71	0.532678600867249	0.832	0.632	5.27557105358636e-67
FC-ExN-1	SORL1	2.60815619678379e-71	0.513089699222543	0.56	0.382	7.90010512005811e-67
FC-ExN-1	KCNB2	3.85061597108877e-71	0.503263241223845	0.86	0.705	1.16635157764279e-66
FC-ExN-1	SLC1A2	4.28621815973276e-71	0.449147001115334	0.73	0.551	1.29829548058305e-66
FC-ExN-1	SNAP25-AS1	6.04972105663812e-71	0.496622016017059	0.394	0.217	1.83246050805569e-66
FC-ExN-1	CAMK4	1.54563853220322e-68	0.531101830128546	0.83	0.688	4.68173911404356e-64
FC-ExN-1	THBS1	2.4386550292292e-68	0.42490160542842	0.273	0.124	7.38668608353523e-64
FC-ExN-1	PIPOX	2.90495042397423e-68	0.430485018739551	0.264	0.12	8.79909483421796e-64
FC-ExN-1	TNRC6B	3.54865354579917e-68	0.365070711935251	0.917	0.849	1.07488715902257e-63
FC-ExN-1	MIR99AHG	3.82131567848386e-68	0.2967302960639	0.953	0.866	1.15747651901276e-63
FC-ExN-1	CORO2B	4.48881083159208e-68	0.434721857088744	0.744	0.58	1.35966080088924e-63
FC-ExN-1	AC211433.1	7.73158268823483e-68	0.464039424061891	0.539	0.358	2.34189639626633e-63
FC-ExN-1	PSMG2	1.03391290022491e-67	0.573872583970988	0.49	0.331	3.13172217478125e-63
FC-ExN-1	SOX4	1.2370047462638e-67	0.277769013130942	0.945	0.869	3.74688737643304e-63
FC-ExN-1	NCKAP1	1.29130793270124e-67	0.468485311174822	0.76	0.639	3.91137172815205e-63
FC-ExN-1	AL391839.1	4.77990669364383e-67	0.451566645072205	0.333	0.17	1.44783373750472e-62
FC-ExN-1	NCOR2	4.83682823924756e-67	0.478207190721444	0.532	0.374	1.46507527366809e-62
FC-ExN-1	TMTC2	1.55756403588765e-64	0.330057903772843	0.708	0.482	4.71786146470368e-60
FC-ExN-1	EPHA7	4.46553583831228e-64	0.39723142827166	0.816	0.645	1.35261080542479e-59
FC-ExN-1	SDCBP	1.04319584688518e-63	0.534406828785291	0.508	0.354	3.15984022021522e-59
FC-ExN-1	LDLRAD4	8.46332403647026e-63	0.519915146701543	0.84	0.721	2.56354085064684e-58
FC-ExN-1	EPCAM-DT	8.84344578163235e-63	0.490274678825508	0.543	0.37	2.67867972725644e-58
FC-ExN-1	PLPPR1	1.30836219363737e-61	0.38563550133923	0.861	0.68	3.96302908452758e-57
FC-ExN-1	ELAVL2	1.32904422324606e-61	0.438352339856366	0.707	0.553	4.02567495221233e-57
FC-ExN-1	TFDP2	1.51469988942016e-61	0.396331845649301	0.781	0.638	4.58802596505366e-57
FC-ExN-1	LSM12	1.75129072523557e-61	0.394948173441832	0.29	0.145	5.30465960673853e-57
FC-ExN-1	AC027288.3	6.21265593578987e-61	0.594826203092423	0.42	0.258	1.88181348295075e-56
FC-ExN-1	ZFAND3	9.9769292137658e-61	0.364423842354049	0.945	0.897	3.02201185884966e-56
FC-ExN-1	TAFA5	1.51067416114454e-60	0.440621485954211	0.652	0.501	4.57583203410681e-56
FC-ExN-1	DDAH2	4.59450547590045e-60	0.50652739932746	0.622	0.493	1.39167570865025e-55
FC-ExN-1	ERC1	2.53558734055531e-59	0.374391307132333	0.933	0.833	7.68029405454204e-55
FC-ExN-1	GTF2I	2.65948010647201e-59	0.335941401421441	0.927	0.889	8.05556524250372e-55
FC-ExN-1	KCNN1	3.61983708157508e-59	0.385604572710391	0.26	0.123	1.09644865200909e-54
FC-ExN-1	PLCB4	4.05442673651657e-59	0.523159987207826	0.549	0.368	1.22808585849087e-54
FC-ExN-1	EDIL3	4.33258006177348e-59	0.505536902008956	0.621	0.454	1.31233850071119e-54
FC-ExN-1	ZNF292	4.83413753746137e-59	0.347318674026089	0.934	0.892	1.46426026009705e-54
FC-ExN-1	KDM5B	2.44819304975289e-58	0.397698702028731	0.77	0.65	7.41557674770151e-54
FC-ExN-1	FOXN3	6.04960742575592e-58	0.363284210688428	0.922	0.85	1.83242608926147e-53
FC-ExN-1	SPAG9	8.38756015856982e-58	0.368210193204746	0.833	0.724	2.5405919720308e-53
FC-ExN-1	BRAF	1.55286438764833e-57	0.418018738972953	0.834	0.766	4.7036262301868e-53
FC-ExN-1	POU3F3	3.97971832523776e-57	0.408076288178978	0.698	0.561	1.20545668071452e-52
FC-ExN-1	RPL34	5.23962066689771e-57	0.297089618746423	0.993	0.965	1.58708110000332e-52
FC-ExN-1	AC007666.2	6.36126910555972e-57	0.374492963972003	0.26	0.122	1.92682841207404e-52
FC-ExN-1	ST3GAL6	5.7406877419338e-56	0.485511727839066	0.402	0.25	1.73885431703175e-51
FC-ExN-1	SMARCC1	5.9066251377316e-56	0.371030770266969	0.866	0.797	1.7891167542189e-51
FC-ExN-1	SLC4A7	2.05239492651388e-55	0.414088136826513	0.703	0.58	6.21670423241054e-51
FC-ExN-1	FNBP1L	2.32628318659692e-55	0.302840988084843	0.957	0.911	7.04631177220207e-51
FC-ExN-1	ARL15	7.13393391599579e-55	0.430802940214293	0.803	0.685	2.16086858315512e-50
FC-ExN-1	EEF1A1	1.17241062118701e-54	0.279854442652112	0.99	0.966	3.55123177157544e-50
FC-ExN-1	ARID4B	1.42141596617074e-53	0.351598049383802	0.863	0.775	4.30546896153117e-49
FC-ExN-1	AC090709.1	4.42836393747009e-53	0.51698068170167	0.364	0.215	1.34135143665969e-48
FC-ExN-1	SERINC5	5.57910168425017e-53	0.432986567893951	0.606	0.462	1.68990990015938e-48
FC-ExN-1	AFDN-DT	8.69951672397757e-53	0.438775778006778	0.422	0.275	2.63508361569281e-48
FC-ExN-1	NKAIN1	3.68789990639781e-52	0.484716764445279	0.603	0.457	1.1170648816479e-47
FC-ExN-1	RPS3A	1.72363766794147e-51	0.294710435710757	0.968	0.934	5.22089849619471e-47
FC-ExN-1	FRMD4A	3.67248812963034e-51	0.42372557763177	0.977	0.924	1.11239665446503e-46
FC-ExN-1	KALRN	8.81837901220333e-51	0.253837432008742	0.989	0.923	2.67108700279639e-46
FC-ExN-1	AL031428.1	9.10968783475711e-51	0.439486380097098	0.405	0.26	2.75932444514793e-46
FC-ExN-1	RNF24	1.04894678967364e-50	0.375067608454292	0.799	0.684	3.17725982592146e-46
FC-ExN-1	KLHL24	1.32894219326635e-50	0.421195923279624	0.61	0.482	4.02536590340379e-46
FC-ExN-1	MXI1	2.68097466066531e-50	0.418779176274387	0.582	0.445	8.12067224715524e-46
FC-ExN-1	NOL4	4.97209086350803e-50	0.402625076428238	0.806	0.708	1.50604632255658e-45
FC-ExN-1	KDM1A	1.88319518283582e-49	0.396875204656314	0.688	0.582	5.70419820880969e-45
FC-ExN-1	RPS26	4.34040487081122e-49	0.5727819892731	0.51	0.385	1.31470863536872e-44
FC-ExN-1	THSD7A	4.46216416617425e-49	0.727864981414037	0.609	0.491	1.35158952593418e-44
FC-ExN-1	PPP1R16B	5.21899636521271e-49	0.396093509426961	0.251	0.129	1.58083399902293e-44
FC-ExN-1	DUSP16	1.4060542940496e-48	0.402758758480893	0.297	0.162	4.25893845667623e-44
FC-ExN-1	CTNND1	3.04374047582024e-48	0.347796597756652	0.768	0.65	9.21948990125949e-44
FC-ExN-1	SNHG29	3.09008031864435e-48	0.34319196941146	0.87	0.818	9.35985328517373e-44
FC-ExN-1	CNOT2	9.09611827269836e-48	0.388064199688744	0.737	0.645	2.75521422480033e-43
FC-ExN-1	WDR86	1.2034704921142e-47	0.380880098322679	0.366	0.228	3.64531212061393e-43
FC-ExN-1	RPL10	1.62947062588154e-47	0.276714513656787	0.989	0.97	4.93566652579518e-43
FC-ExN-1	RPS4X	1.90293729387788e-47	0.289598658128897	0.967	0.933	5.76399706315609e-43
FC-ExN-1	ZNF462	3.21736382657343e-47	0.331830212371498	0.883	0.785	9.74539503069093e-43
FC-ExN-1	TCF4	3.98293346376807e-47	0.258378206455472	0.999	0.967	1.20643054617535e-42
FC-ExN-1	ZNF33A	4.84249662114918e-47	0.434059525854811	0.544	0.408	1.46679222654609e-42
FC-ExN-1	SCARB2	6.55820354040665e-47	0.415705844469121	0.562	0.439	1.98647985238917e-42
FC-ExN-1	SESN1	8.34292649458754e-47	0.450739479313484	0.572	0.428	2.52707243521057e-42
FC-ExN-1	KMT2E	1.10788135766943e-46	0.326829533908037	0.884	0.827	3.35577263238071e-42
FC-ExN-1	MAPK8	1.14495953426533e-46	0.327017948644787	0.903	0.819	3.46808242928967e-42
FC-ExN-1	MYT1	1.45514587373956e-46	0.326687025683719	0.322	0.182	4.40763685155713e-42
FC-ExN-1	SH3RF3	1.90139309752769e-46	0.58129769967278	0.646	0.529	5.75931969241137e-42
FC-ExN-1	DYNC1I2	3.20047157090083e-46	0.356266003928506	0.781	0.705	9.69422838825862e-42
FC-ExN-1	IP6K2	4.64594036411477e-46	0.392457669998721	0.54	0.41	1.40725533629036e-41
FC-ExN-1	IGDCC3	6.437520552695e-46	0.396938299532441	0.454	0.311	1.94992497541132e-41
FC-ExN-1	RPL11	8.19917089210476e-46	0.314315563149509	0.973	0.949	2.48352886321853e-41
FC-ExN-1	RPL13	8.57547942755346e-46	0.314868545762526	0.99	0.968	2.59751271860594e-41
FC-ExN-1	RAB11A	3.85686234497633e-45	0.456783675887888	0.569	0.448	1.16824360429333e-40
FC-ExN-1	USP3-AS1	7.64205978447356e-45	0.386702423624392	0.342	0.209	2.31477990871704e-40
FC-ExN-1	PRDM8	8.04610472351895e-45	0.366480860618151	0.419	0.279	2.43716512075389e-40
FC-ExN-1	RPL29	9.23577406795621e-45	0.317626043611682	0.928	0.883	2.79751596518394e-40
