cluster	gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
GE-RG-1	VKORC1L1	1.15860779400663e-16	0.386126411466616	0.358	0.216	3.40364211645328e-12
GE-RG-1	BTAF1	1.19304236136014e-16	0.324676887332851	0.46	0.295	3.50480054496767e-12
GE-RG-1	SEPTIN11	1.32367002670861e-16	0.382470190799063	0.766	0.609	3.88854543746188e-12
GE-RG-1	SIL1	1.44094631682357e-16	0.337278325674803	0.336	0.197	4.23306799493261e-12
GE-RG-1	XYLT1	1.69240333076515e-16	0.290233855124805	0.784	0.578	4.97177326478877e-12
GE-RG-1	IFT43	1.76386825280511e-16	0.288188870692323	0.324	0.185	5.18171576626558e-12
GE-RG-1	NFATC2IP	1.85118235785879e-16	0.288384736761728	0.354	0.209	5.43821841268178e-12
GE-RG-1	WDR19	2.07500093023015e-16	0.25724701186283	0.319	0.181	6.09573023273711e-12
GE-RG-1	ANAPC5	2.44613456813463e-16	0.309777178962278	0.391	0.238	7.18600952080911e-12
GE-RG-1	SRPK1	2.51153775794205e-16	0.286066363977939	0.474	0.302	7.37814447150637e-12
GE-RG-1	ZNF83	2.69766561695138e-16	0.359173827386408	0.586	0.422	7.92493228291806e-12
GE-RG-1	TPP2	2.73988028672958e-16	0.258659462016405	0.313	0.177	8.04894631832548e-12
GE-RG-1	IGDCC4	3.18225391951642e-16	0.315652353524207	0.291	0.162	9.34850733936339e-12
GE-RG-1	KPNB1	3.20073808250452e-16	0.360353928640698	0.505	0.344	9.40280826497352e-12
GE-RG-1	HSP90B1	3.30440624950379e-16	0.269129347427335	0.298	0.167	9.7073542391673e-12
GE-RG-1	PIK3C2B	3.8865230848168e-16	0.335374451310086	0.274	0.151	1.14174388662663e-11
GE-RG-1	CD81	4.07079144387381e-16	0.259628865020032	0.292	0.163	1.19587640246681e-11
GE-RG-1	PAGR1	4.24331829456928e-16	0.256716674878886	0.318	0.18	1.24655961539562e-11
GE-RG-1	TET1	4.49564669880827e-16	0.325982164417433	0.627	0.442	1.32068613070891e-11
GE-RG-1	NBAS	5.48830458798342e-16	0.311121670456398	0.642	0.461	1.61229923881189e-11
GE-RG-1	HACE1	5.54271216925704e-16	0.320987014340514	0.469	0.308	1.62828255396264e-11
GE-RG-1	SH3YL1	6.44929012386107e-16	0.261867357872885	0.298	0.166	1.89460795968667e-11
GE-RG-1	DNASE1	6.8437301952259e-16	0.300950148739091	0.337	0.199	2.01048261945151e-11
GE-RG-1	SRSF10	7.6644577376316e-16	0.292257114407595	0.568	0.395	2.25158774958403e-11
GE-RG-1	FBLN1	7.80012312495234e-16	0.327625034094853	0.366	0.221	2.29144217041725e-11
GE-RG-1	HERC2	8.84277740624213e-16	0.368666189275695	0.616	0.459	2.59774271863175e-11
GE-RG-1	FGFR1OP	9.81033811593612e-16	0.273758714559404	0.388	0.241	2.88198302831855e-11
GE-RG-1	WDR43	1.04706294123011e-15	0.288968197635103	0.27	0.149	3.07595680245169e-11
GE-RG-1	BAZ1A	1.06069115452047e-15	0.305363277050893	0.501	0.329	3.1159924046348e-11
GE-RG-1	C7orf50	1.06514395959022e-15	0.312231206878906	0.331	0.195	3.12907341008819e-11
GE-RG-1	AC023509.6	1.07441073666144e-15	0.360416463499568	0.349	0.211	3.15629642109031e-11
GE-RG-1	RFTN2	1.13266154640904e-15	0.28612727201755	0.586	0.406	3.32741982488583e-11
GE-RG-1	HSPA1B	1.24152771049213e-15	0.313195127635907	0.588	0.391	3.64723595511273e-11
GE-RG-1	CASD1	1.24524919475277e-15	0.320139396958113	0.48	0.32	3.65816855942521e-11
GE-RG-1	IL3RA	1.39029759636242e-15	0.357734937550313	0.399	0.253	4.08427724883388e-11
GE-RG-1	CDK5RAP2	1.44387295409705e-15	0.295319341779525	0.516	0.346	4.2416655772509e-11
GE-RG-1	CHD1	1.47853797014852e-15	0.296031887298498	0.529	0.348	4.34350099490532e-11
GE-RG-1	IGF2BP3	1.55499181328116e-15	0.258132078911182	0.853	0.678	4.56809944987607e-11
GE-RG-1	HSPD1	1.56069566020395e-15	0.299932028095094	0.486	0.318	4.58485564098113e-11
GE-RG-1	NHLRC3	1.64168876425915e-15	0.300770163141585	0.382	0.236	4.8227890827641e-11
GE-RG-1	DENND5A	1.75498843848762e-15	0.305788583106412	0.588	0.413	5.1556295357451e-11
GE-RG-1	DYRK1A	1.9243134616533e-15	0.27824228171986	0.802	0.634	5.6530556562989e-11
GE-RG-1	SNHG5	2.58657060031735e-15	0.275193306024208	0.382	0.235	7.59856845255228e-11
GE-RG-1	CCNC	2.69580453955101e-15	0.313079119526526	0.315	0.182	7.919464995839e-11
GE-RG-1	TNPO3	2.71551915681012e-15	0.322437536947771	0.504	0.34	7.97738062696108e-11
GE-RG-1	CEP164	2.90366886965745e-15	0.258858177588262	0.331	0.193	8.5301080383927e-11
GE-RG-1	LPCAT3	3.13010379781514e-15	0.285337124937951	0.259	0.142	9.19530592684153e-11
GE-RG-1	EZH2	3.25693216826844e-15	0.422544883051309	0.738	0.632	9.56788963072218e-11
GE-RG-1	REPS1	3.67772962868219e-15	0.252962108178966	0.423	0.261	1.08040663301797e-10
GE-RG-1	APBA2	4.31515999544435e-15	0.347490204571159	0.585	0.409	1.26766455186169e-10
GE-RG-1	SF3B3	5.59567305520521e-15	0.271727950995925	0.327	0.192	1.64384087342763e-10
GE-RG-1	ATXN2L	5.66839491476607e-15	0.251016644426278	0.292	0.164	1.66520437411083e-10
GE-RG-1	PABPN1	6.24543678741183e-15	0.313407822858424	0.505	0.342	1.83472196503797e-10
GE-RG-1	CBFB	6.48894070470501e-15	0.298750254002488	0.37	0.229	1.90625611082119e-10
GE-RG-1	FBXL5	7.82966287874549e-15	0.288221636370402	0.481	0.321	2.30012006388906e-10
GE-RG-1	TLK2	7.98200618791298e-15	0.257218116474039	0.537	0.362	2.3448739578232e-10
GE-RG-1	MFSD11	1.04145448501401e-14	0.275101879218627	0.349	0.212	3.05948084062565e-10
GE-RG-1	WNT5B	1.19035762155101e-14	0.300452691313378	0.274	0.155	3.4969135848304e-10
GE-RG-1	WAPL	1.42007211854047e-14	0.256752711702388	0.411	0.258	4.17174586263633e-10
GE-RG-1	PKNOX1	1.55749764473794e-14	0.255712105851104	0.358	0.217	4.57546083094664e-10
GE-RG-1	ADIPOR2	1.61086764640626e-14	0.266092965962323	0.288	0.165	4.73224588484768e-10
GE-RG-1	PLEKHA8	1.7301132522295e-14	0.283789423585067	0.393	0.247	5.08255370107459e-10
GE-RG-1	NHLRC2	1.98252108996592e-14	0.299816799274016	0.394	0.251	5.8240522059929e-10
GE-RG-1	PNN	2.13368291240821e-14	0.25570010235705	0.592	0.414	6.26812029178161e-10
GE-RG-1	GNG4	2.28831722145106e-14	0.362548008791995	0.51	0.354	6.72238950145679e-10
GE-RG-1	CTDSPL	2.29323389281727e-14	0.273011587336907	0.313	0.183	6.73683320692929e-10
GE-RG-1	LDAH	2.32050573562071e-14	0.313756099070886	0.331	0.2	6.81694969953295e-10
GE-RG-1	ADGRL2	2.7417421832664e-14	0.302955309557361	0.283	0.163	8.05441601178169e-10
GE-RG-1	FNDC3A	3.06715625548597e-14	0.295730778971213	0.705	0.535	9.01038493174114e-10
GE-RG-1	HMGXB4	3.70699422188793e-14	0.298521277521725	0.333	0.205	1.08900369256402e-09
GE-RG-1	AC046134.2	3.72009579676595e-14	0.271942198654896	0.396	0.253	1.09285254221593e-09
GE-RG-1	IFT88	4.18510222458204e-14	0.284688798132292	0.409	0.264	1.22945748051546e-09
GE-RG-1	RUFY1	4.26667742339186e-14	0.258279959592862	0.349	0.215	1.25342182666983e-09
GE-RG-1	AKAP10	4.64928385780162e-14	0.259224131497112	0.445	0.287	1.36582011890638e-09
GE-RG-1	SAE1	4.73029708187165e-14	0.277828026365507	0.273	0.158	1.38961937374143e-09
GE-RG-1	PLEKHG4B	4.773130330861e-14	0.259835551849221	0.285	0.164	1.40220249729704e-09
GE-RG-1	TNPO2	4.99026278230703e-14	0.253040164132643	0.292	0.17	1.46598949755834e-09
GE-RG-1	SLC44A1	5.19692627883582e-14	0.276082979277581	0.402	0.255	1.5267010329336e-09
GE-RG-1	ZMYM4	5.99326255927668e-14	0.275216962739842	0.735	0.567	1.76064074203871e-09
GE-RG-1	UBE3C	9.43200670986909e-14	0.265564794496596	0.594	0.418	2.77084061115824e-09
GE-RG-1	ZC3H14	9.82592974991402e-14	0.260041966042234	0.468	0.312	2.88656338263224e-09
GE-RG-1	BRWD1	1.01496040895688e-13	0.296308431534896	0.789	0.632	2.98164919339262e-09
GE-RG-1	TTC28	1.09646822352238e-13	0.268507308521655	0.934	0.834	3.22109470024168e-09
GE-RG-1	COMT	1.13269167486978e-13	0.267590817168522	0.351	0.217	3.32750833326496e-09
GE-RG-1	NUP98	1.36482790013429e-13	0.256174079127278	0.357	0.222	4.00945492222451e-09
GE-RG-1	CDK13	1.48248904660313e-13	0.277438257274633	0.735	0.572	4.35510807220602e-09
GE-RG-1	URI1	1.54725543795517e-13	0.277894538558013	0.594	0.437	4.54537230008092e-09
GE-RG-1	ADAM9	1.55524617195629e-13	0.264886161031933	0.271	0.157	4.56884667935599e-09
GE-RG-1	KIAA0319L	1.59522710941279e-13	0.258198624464845	0.414	0.269	4.68629867932194e-09
GE-RG-1	SMAD5	1.61380607036947e-13	0.271438721916559	0.3	0.178	4.74087809292439e-09
GE-RG-1	MARK1	1.61723824815527e-13	0.327819129894515	0.813	0.669	4.75096080160574e-09
GE-RG-1	EPHB2	1.63042530396471e-13	0.399883072358157	0.493	0.351	4.78970041545714e-09
GE-RG-1	LUC7L3	2.06222910295095e-13	0.271689225886064	0.888	0.794	6.05821043573899e-09
GE-RG-1	LARS	2.06947821230117e-13	0.282510268359262	0.451	0.301	6.07950614427716e-09
GE-RG-1	PHC3	2.68879092014434e-13	0.27020187356885	0.606	0.436	7.89886108610803e-09
GE-RG-1	WRN	2.78847930023622e-13	0.259672234740994	0.654	0.476	8.19171564030395e-09
GE-RG-1	RABGAP1L	4.48768105832132e-13	0.334018643591316	0.777	0.628	1.31834606450305e-08
GE-RG-1	RCOR1	4.61025656533022e-13	0.280297652033948	0.451	0.303	1.35435507119706e-08
GE-RG-1	MRPL1	4.84126024807833e-13	0.265343796948862	0.252	0.142	1.42221702307797e-08
GE-RG-1	GPM6A	5.78902762381783e-13	0.376066697132506	0.882	0.893	1.70064264504896e-08
GE-RG-1	CPSF6	6.129031316076e-13	0.270643723225783	0.741	0.589	1.80052552972365e-08
GE-RG-1	NDUFAF2	6.57476619106709e-13	0.258687893605248	0.375	0.236	1.93146906394978e-08
GE-RG-1	SETD5	8.43637143276705e-13	0.268680691958287	0.82	0.689	2.47835283580398e-08
GE-RG-1	AC092683.1	8.88667818651817e-13	0.252450952164808	0.306	0.188	2.61063945085344e-08
GE-RG-1	AC011043.1	9.61005647040296e-13	0.295089440835712	0.375	0.243	2.82314628931028e-08
GE-RG-1	SLMAP	1.00208145593501e-12	0.278538937136214	0.541	0.377	2.94381469310029e-08
GE-RG-1	CSNK1G1	1.06446782279287e-12	0.281826014601843	0.442	0.298	3.12708712301861e-08
GE-RG-1	AC093879.1	1.24632470029169e-12	0.285199575541549	0.49	0.337	3.66132807204689e-08
GE-RG-1	CSE1L	1.47388809261305e-12	0.270282584274419	0.372	0.24	4.32984104966935e-08
GE-RG-1	THOC2	1.60600603049863e-12	0.251101475758062	0.606	0.439	4.71796391579581e-08
GE-RG-1	NVL	1.67736474418617e-12	0.311304802324498	0.381	0.253	4.9275944089957e-08
GE-RG-1	SPG7	1.72835288616136e-12	0.277095576450504	0.45	0.31	5.07738227367623e-08
GE-RG-1	TYW1B	2.39930468678701e-12	0.258008449486797	0.282	0.171	7.04843737837421e-08
GE-RG-1	HSPA9	2.55256767787828e-12	0.25506876169588	0.304	0.187	7.49867806730301e-08
GE-RG-1	HM13	2.57434012493457e-12	0.262924750173088	0.258	0.151	7.56263898502028e-08
GE-RG-1	CSTF3	2.68565438464132e-12	0.251249430315457	0.466	0.316	7.88964688576081e-08
GE-RG-1	AC005670.3	2.86956897291629e-12	0.27349880880067	0.445	0.304	8.42993277173618e-08
GE-RG-1	CEP85L	5.06761794976654e-12	0.269857007380038	0.403	0.268	1.48871412510292e-07
GE-RG-1	ASB3	6.69589965459741e-12	0.27493216871953	0.651	0.494	1.96705444153108e-07
GE-RG-1	ASXL2	6.90081824806829e-12	0.277045129474702	0.336	0.215	2.02725337673502e-07
GE-RG-1	ZNF638	7.33444234896839e-12	0.27327442123322	0.895	0.793	2.15463912885644e-07
GE-RG-1	SHOC1	9.10140306744286e-12	0.292061879958851	0.334	0.214	2.67371917912269e-07
GE-RG-1	DPY19L3	9.16191346585333e-12	0.254775084387503	0.339	0.214	2.69149531886373e-07
GE-RG-1	EEF1AKMT2	9.35427768584746e-12	0.276766677649902	0.483	0.341	2.74800615577141e-07
GE-RG-1	HCG17	1.03256198861833e-11	0.263959622658001	0.45	0.309	3.03335735396406e-07
GE-RG-1	FAF1	1.11814790731931e-11	0.287676032150695	0.808	0.702	3.28478310733194e-07
GE-RG-1	MEF2C-AS2	1.31252432311367e-11	0.342598204686247	0.321	0.21	3.85580270401102e-07
GE-RG-1	BCL2L14	1.63130243592518e-11	0.305477777115424	0.498	0.359	4.7922771660174e-07
GE-RG-1	CEP128	1.8589088639862e-11	0.28188816074808	0.39	0.264	5.46091656973227e-07
GE-RG-1	NUP58	2.13128587947729e-11	0.262483223722072	0.496	0.355	6.26107852814043e-07
GE-RG-1	TASP1	2.33138875757905e-11	0.272578558730626	0.423	0.288	6.84892075313997e-07
GE-RG-1	FAM172A	2.53814027386378e-11	0.288836826980729	0.787	0.646	7.45629468252961e-07
