"","x"
"GE-CycPro",0.890052356020942
"GE-InN-1",0.868421052631579
"GE-InN-2",0.878448275862069
"GE-InN-3",0.922841083290751
"GE-InN-4",0.89623128549303
"GE-InN-5",0.761074800290487
"GE-InN-6",0.94393741851369
"GE-InN-7",0.973584905660377
"GE-RG-1",0.932735426008969
"GE-RG-2",0.9953125
"GE-RG-3",0.943972835314092
